Geography Name,Geography Type,Year,Hour of Day,Avg. Demand (kW),County
"Kansas City, KS MO",city,2024,6,1.6,kansas city
"Kansas City, KS MO",city,2024,7,1.1,kansas city
"Kansas City, KS MO",city,2024,8,0.9,kansas city
"Kansas City, KS MO",city,2024,9,0.8,kansas city
"Kansas City, KS MO",city,2024,10,0.8,kansas city
"Kansas City, KS MO",city,2024,11,0.9,kansas city
"Kansas City, KS MO",city,2024,12,1.1,kansas city
"Kansas City, KS MO",city,2024,13,1.2,kansas city
"Kansas City, KS MO",city,2024,14,1.2,kansas city
"Kansas City, KS MO",city,2024,15,1.2,kansas city
"Kansas City, KS MO",city,2024,16,1.6,kansas city
"Kansas City, KS MO",city,2024,17,2,kansas city
"Kansas City, KS MO",city,2024,18,2.4,kansas city
"Kansas City, KS MO",city,2024,19,2.5,kansas city
"Kansas City, KS MO",city,2024,20,6,kansas city
"Kansas City, KS MO",city,2024,21,12.6,kansas city
"Kansas City, KS MO",city,2024,22,18.8,kansas city
"Kansas City, KS MO",city,2024,23,24,kansas city
"Kern County, CA",county,2024,0,9.4,kern county
"Kern County, CA",county,2024,1,7.6,kern county
"Kern County, CA",county,2024,2,5.5,kern county
"Kern County, CA",county,2024,3,3.3,kern county
"Kern County, CA",county,2024,4,1.7,kern county
"Kern County, CA",county,2024,5,0.8,kern county
"Kern County, CA",county,2024,6,0.3,kern county
"Kern County, CA",county,2024,7,0.2,kern county
"Kern County, CA",county,2024,8,0.2,kern county
"Kern County, CA",county,2024,9,0.1,kern county
"Kern County, CA",county,2024,10,0.1,kern county
"Kern County, CA",county,2024,11,0.1,kern county
"Kern County, CA",county,2024,12,0.2,kern county
"Kern County, CA",county,2024,13,0.2,kern county
"Kern County, CA",county,2024,14,0.2,kern county
"Kern County, CA",county,2024,15,0.2,kern county
"Kern County, CA",county,2024,16,0.2,kern county
"Kern County, CA",county,2024,17,0.2,kern county
"Kern County, CA",county,2024,18,0.3,kern county
"Kern County, CA",county,2024,19,0.3,kern county
"Kern County, CA",county,2024,20,1.7,kern county
"Kern County, CA",county,2024,21,4.3,kern county
"Kern County, CA",county,2024,22,6.8,kern county
"Kern County, CA",county,2024,23,8.9,kern county
"King County, WA",county,2024,0,7.3,king county
"King County, WA",county,2024,1,6.4,king county
"King County, WA",county,2024,2,5.5,king county
"King County, WA",county,2024,3,5,king county
"King County, WA",county,2024,4,4.4,king county
"King County, WA",county,2024,5,4.1,king county
"King County, WA",county,2024,6,3.5,king county
"King County, WA",county,2024,7,2.8,king county
"King County, WA",county,2024,8,2.4,king county
"King County, WA",county,2024,9,2.3,king county
"King County, WA",county,2024,10,2.5,king county
"King County, WA",county,2024,11,2.8,king county
"King County, WA",county,2024,12,3.3,king county
"King County, WA",county,2024,13,3.6,king county
"King County, WA",county,2024,14,4.1,king county
"King County, WA",county,2024,15,4.8,king county
"King County, WA",county,2024,16,6,king county
"King County, WA",county,2024,17,7.8,king county
"King County, WA",county,2024,18,9.2,king county
"King County, WA",county,2024,19,9.9,king county
"King County, WA",county,2024,20,10.3,king county
"King County, WA",county,2024,21,10.2,king county
"King County, WA",county,2024,22,9.5,king county
"King County, WA",county,2024,23,8.5,king county
"Kings County, CA",county,2024,0,3.1,kings county
"Kings County, CA",county,2024,1,2.7,kings county
"Kings County, CA",county,2024,2,2.4,kings county
"Kings County, CA",county,2024,3,2.2,kings county
"Kings County, CA",county,2024,4,1.9,kings county
"Kings County, CA",county,2024,5,1.7,kings county
"Kings County, CA",county,2024,6,1.6,kings county
"Kings County, CA",county,2024,7,1.2,kings county
"Kings County, CA",county,2024,8,1,kings county
"Kings County, CA",county,2024,9,1,kings county
"Kings County, CA",county,2024,10,1,kings county
"Kings County, CA",county,2024,11,1.2,kings county
"Kings County, CA",county,2024,12,1.4,kings county
"Kings County, CA",county,2024,13,1.6,kings county
"Kings County, CA",county,2024,14,1.8,kings county
"Kings County, CA",county,2024,15,2,kings county
"Kings County, CA",county,2024,16,2.6,kings county
"Kings County, CA",county,2024,17,3.4,kings county
"Kings County, CA",county,2024,18,4,kings county
"Kings County, CA",county,2024,19,4.3,kings county
"Kings County, CA",county,2024,20,4.5,kings county
"Kings County, CA",county,2024,21,4.4,kings county
"Kings County, CA",county,2024,22,4.1,kings county
"Kings County, CA",county,2024,23,3.6,kings county
"Kirkland, WA",city,2024,0,1.5,kirkland
"Kirkland, WA",city,2024,1,1.4,kirkland
"Kirkland, WA",city,2024,2,1.1,kirkland
"Kirkland, WA",city,2024,3,1,kirkland
"Kirkland, WA",city,2024,4,0.9,kirkland
"Kirkland, WA",city,2024,5,0.9,kirkland
"Kirkland, WA",city,2024,6,0.8,kirkland
"Kirkland, WA",city,2024,7,0.6,kirkland
"Kirkland, WA",city,2024,8,0.6,kirkland
"Kirkland, WA",city,2024,9,0.5,kirkland
"Kirkland, WA",city,2024,10,0.6,kirkland
"Kirkland, WA",city,2024,11,0.6,kirkland
"Kirkland, WA",city,2024,12,0.7,kirkland
"Kirkland, WA",city,2024,13,0.8,kirkland
"Kirkland, WA",city,2024,14,0.9,kirkland
"Kirkland, WA",city,2024,15,1,kirkland
"Kirkland, WA",city,2024,16,1.2,kirkland
"Kirkland, WA",city,2024,17,1.7,kirkland
"Kirkland, WA",city,2024,18,1.9,kirkland
"Kirkland, WA",city,2024,19,2.2,kirkland
"Kirkland, WA",city,2024,20,2.2,kirkland
"Kirkland, WA",city,2024,21,2.2,kirkland
"Kirkland, WA",city,2024,22,2,kirkland
"Kirkland, WA",city,2024,23,1.8,kirkland
"Kitsap County, WA",county,2024,0,61,kitsap county
"Kitsap County, WA",county,2024,1,48.9,kitsap county
"Kitsap County, WA",county,2024,2,34.8,kitsap county
"Kitsap County, WA",county,2024,3,21.1,kitsap county
"Kitsap County, WA",county,2024,4,10.3,kitsap county
"Kitsap County, WA",county,2024,5,4.3,kitsap county
"Kitsap County, WA",county,2024,6,1.9,kitsap county
"Kitsap County, WA",county,2024,7,1.1,kitsap county
"Kitsap County, WA",county,2024,8,0.9,kitsap county
"Kitsap County, WA",county,2024,9,0.7,kitsap county
"Kitsap County, WA",county,2024,10,0.6,kitsap county
"Kitsap County, WA",county,2024,11,0.6,kitsap county
"Kitsap County, WA",county,2024,12,0.9,kitsap county
"Kitsap County, WA",county,2024,13,1,kitsap county
"Kitsap County, WA",county,2024,14,0.7,kitsap county
"Kitsap County, WA",county,2024,15,0.3,kitsap county
"Kitsap County, WA",county,2024,16,0.3,kitsap county
"Kitsap County, WA",county,2024,17,0.5,kitsap county
"Kitsap County, WA",county,2024,18,0.5,kitsap county
"Kitsap County, WA",county,2024,19,0.5,kitsap county
"Kitsap County, WA",county,2024,20,9.2,kitsap county
"Kitsap County, WA",county,2024,21,26.5,kitsap county
"Kitsap County, WA",county,2024,22,43,kitsap county
"Kitsap County, WA",county,2024,23,57.3,kitsap county
"La Pine, OR WA",city,2024,0,3.3,la pine
"La Pine, OR WA",city,2024,1,2.6,la pine
"La Pine, OR WA",city,2024,2,1.9,la pine
"La Pine, OR WA",city,2024,3,1.1,la pine
"La Pine, OR WA",city,2024,4,0.6,la pine
"La Pine, OR WA",city,2024,5,0.2,la pine
"La Pine, OR WA",city,2024,6,0.1,la pine
"La Pine, OR WA",city,2024,7,0.1,la pine
"La Pine, OR WA",city,2024,8,0,la pine
"La Pine, OR WA",city,2024,9,0,la pine
"La Pine, OR WA",city,2024,10,0,la pine
"La Pine, OR WA",city,2024,11,0,la pine
"La Pine, OR WA",city,2024,12,0,la pine
"La Pine, OR WA",city,2024,13,0,la pine
"La Pine, OR WA",city,2024,14,0,la pine
"La Pine, OR WA",city,2024,15,0,la pine
"La Pine, OR WA",city,2024,16,0,la pine
"La Pine, OR WA",city,2024,17,0,la pine
"La Pine, OR WA",city,2024,18,0,la pine
"La Pine, OR WA",city,2024,19,0,la pine
"La Pine, OR WA",city,2024,20,0.5,la pine
"La Pine, OR WA",city,2024,21,1.4,la pine
"La Pine, OR WA",city,2024,22,2.3,la pine
"La Pine, OR WA",city,2024,23,3.1,la pine
"Lafourche Parish, LA",county,2024,0,2,lafourche parish
"Lafourche Parish, LA",county,2024,1,1.6,lafourche parish
"Lafourche Parish, LA",county,2024,2,1.1,lafourche parish
"Lafourche Parish, LA",county,2024,3,0.7,lafourche parish
"Lafourche Parish, LA",county,2024,4,0.3,lafourche parish
"Lafourche Parish, LA",county,2024,5,0.1,lafourche parish
"Lafourche Parish, LA",county,2024,6,0.1,lafourche parish
"Lafourche Parish, LA",county,2024,7,0,lafourche parish
"Lafourche Parish, LA",county,2024,8,0,lafourche parish
"Lafourche Parish, LA",county,2024,9,0,lafourche parish
"Lafourche Parish, LA",county,2024,10,0,lafourche parish
"Lafourche Parish, LA",county,2024,11,0,lafourche parish
"Lafourche Parish, LA",county,2024,12,0,lafourche parish
"Lafourche Parish, LA",county,2024,13,0,lafourche parish
"Lafourche Parish, LA",county,2024,14,0,lafourche parish
"Lafourche Parish, LA",county,2024,15,0,lafourche parish
"Lafourche Parish, LA",county,2024,16,0,lafourche parish
"Lafourche Parish, LA",county,2024,17,0,lafourche parish
"Lafourche Parish, LA",county,2024,18,0,lafourche parish
"Lafourche Parish, LA",county,2024,19,0,lafourche parish
"Lafourche Parish, LA",county,2024,20,0.3,lafourche parish
"Lafourche Parish, LA",county,2024,21,0.9,lafourche parish
"Lafourche Parish, LA",county,2024,22,1.4,lafourche parish
"Lafourche Parish, LA",county,2024,23,1.9,lafourche parish
"Lake Jackson, TX",city,2024,0,1.5,lake jackson
"Lake Jackson, TX",city,2024,1,1.2,lake jackson
"Lake Jackson, TX",city,2024,2,1.1,lake jackson
"Lake Jackson, TX",city,2024,3,1,lake jackson
"Lake Jackson, TX",city,2024,4,0.9,lake jackson
"Lake Jackson, TX",city,2024,5,0.8,lake jackson
"Lake Jackson, TX",city,2024,6,0.8,lake jackson
"Lake Jackson, TX",city,2024,7,0.6,lake jackson
"Lake Jackson, TX",city,2024,8,0.5,lake jackson
"Lake Jackson, TX",city,2024,9,0.5,lake jackson
"Lake Jackson, TX",city,2024,10,0.6,lake jackson
"Lake Jackson, TX",city,2024,11,0.6,lake jackson
"Lake Jackson, TX",city,2024,12,0.7,lake jackson
"Lake Jackson, TX",city,2024,13,0.8,lake jackson
"Lake Jackson, TX",city,2024,14,0.8,lake jackson
"Lake Jackson, TX",city,2024,15,1,lake jackson
"Lake Jackson, TX",city,2024,16,1.2,lake jackson
"Lake Jackson, TX",city,2024,17,1.6,lake jackson
"Lake Jackson, TX",city,2024,18,1.9,lake jackson
"Lake Jackson, TX",city,2024,19,2,lake jackson
"Lake Jackson, TX",city,2024,20,2.2,lake jackson
"Lake Jackson, TX",city,2024,21,2,lake jackson
"Lake Jackson, TX",city,2024,22,1.9,lake jackson
"Lake Jackson, TX",city,2024,23,1.7,lake jackson
"Lawrence, KS MO",city,2024,0,1.6,lawrence
"Lawrence, KS MO",city,2024,1,1.4,lawrence
"Lawrence, KS MO",city,2024,2,1.2,lawrence
"Lawrence, KS MO",city,2024,3,1.1,lawrence
"Lawrence, KS MO",city,2024,4,1,lawrence
"Lawrence, KS MO",city,2024,5,0.9,lawrence
"Lawrence, KS MO",city,2024,6,0.8,lawrence
"Lawrence, KS MO",city,2024,7,0.7,lawrence
"Lawrence, KS MO",city,2024,8,0.6,lawrence
"Lawrence, KS MO",city,2024,9,0.6,lawrence
"Lawrence, KS MO",city,2024,10,0.6,lawrence
"Lawrence, KS MO",city,2024,11,0.7,lawrence
"Lawrence, KS MO",city,2024,12,0.7,lawrence
"Lawrence, KS MO",city,2024,13,0.8,lawrence
"Lawrence, KS MO",city,2024,14,0.9,lawrence
"Lawrence, KS MO",city,2024,15,1,lawrence
"Lawrence, KS MO",city,2024,16,1.4,lawrence
"Lawrence, KS MO",city,2024,17,1.7,lawrence
"Lawrence, KS MO",city,2024,18,2,lawrence
"Lawrence, KS MO",city,2024,19,2.2,lawrence
"Lawrence, KS MO",city,2024,20,2.3,lawrence
"Lawrence, KS MO",city,2024,21,2.3,lawrence
"Lawrence, KS MO",city,2024,22,2,lawrence
"Lawrence, KS MO",city,2024,23,1.8,lawrence
"Lebanon, TN",city,2024,0,3.9,lebanon
"Lebanon, TN",city,2024,1,3.4,lebanon
"Lebanon, TN",city,2024,2,3,lebanon
"Lebanon, TN",city,2024,3,2.7,lebanon
"Lebanon, TN",city,2024,4,2.4,lebanon
"Lebanon, TN",city,2024,5,2.2,lebanon
"Lebanon, TN",city,2024,6,1.9,lebanon
"Lebanon, TN",city,2024,7,1.6,lebanon
"Lebanon, TN",city,2024,8,1.2,lebanon
"Lebanon, TN",city,2024,9,1.2,lebanon
"Lebanon, TN",city,2024,10,1.4,lebanon
"Lebanon, TN",city,2024,11,1.6,lebanon
"Lebanon, TN",city,2024,12,1.8,lebanon
"Lebanon, TN",city,2024,13,2,lebanon
"Lebanon, TN",city,2024,14,2.3,lebanon
"Lebanon, TN",city,2024,15,2.6,lebanon
"Lebanon, TN",city,2024,16,3.3,lebanon
"Lebanon, TN",city,2024,17,4.3,lebanon
"Lebanon, TN",city,2024,18,5,lebanon
"Lebanon, TN",city,2024,19,5.5,lebanon
"Lebanon, TN",city,2024,20,5.7,lebanon
"Lebanon, TN",city,2024,21,5.6,lebanon
"Lebanon, TN",city,2024,22,5.1,lebanon
"Lebanon, TN",city,2024,23,4.5,lebanon
"Lee's Summit, KS MO",city,2024,0,12.2,lee's summit
"Lee's Summit, KS MO",city,2024,1,9.8,lee's summit
"Lee's Summit, KS MO",city,2024,2,7,lee's summit
"Lee's Summit, KS MO",city,2024,3,4.4,lee's summit
"Lee's Summit, KS MO",city,2024,4,2.3,lee's summit
"Lee's Summit, KS MO",city,2024,5,1.1,lee's summit
"Lee's Summit, KS MO",city,2024,6,0.7,lee's summit
"Lee's Summit, KS MO",city,2024,7,0.5,lee's summit
"Lee's Summit, KS MO",city,2024,8,0.3,lee's summit
"Lee's Summit, KS MO",city,2024,9,0.3,lee's summit
"Lee's Summit, KS MO",city,2024,10,0.3,lee's summit
"Lee's Summit, KS MO",city,2024,11,0.3,lee's summit
"Lee's Summit, KS MO",city,2024,12,0.5,lee's summit
"Lee's Summit, KS MO",city,2024,13,0.5,lee's summit
"Lee's Summit, KS MO",city,2024,14,0.5,lee's summit
"Lee's Summit, KS MO",city,2024,15,0.5,lee's summit
"Lee's Summit, KS MO",city,2024,16,0.6,lee's summit
"Lee's Summit, KS MO",city,2024,17,0.7,lee's summit
"Lee's Summit, KS MO",city,2024,18,0.8,lee's summit
"Lee's Summit, KS MO",city,2024,19,0.8,lee's summit
"Lee's Summit, KS MO",city,2024,20,2.5,lee's summit
"Lee's Summit, KS MO",city,2024,21,5.8,lee's summit
"Lee's Summit, KS MO",city,2024,22,9,lee's summit
"Lee's Summit, KS MO",city,2024,23,11.6,lee's summit
"Lehigh County, PA",county,2024,0,7.8,lehigh county
"Lehigh County, PA",county,2024,1,6.2,lehigh county
"Lehigh County, PA",county,2024,2,4.4,lehigh county
"Lehigh County, PA",county,2024,3,2.7,lehigh county
"Lehigh County, PA",county,2024,4,1.2,lehigh county
"Lehigh County, PA",county,2024,5,0.6,lehigh county
"Lehigh County, PA",county,2024,6,0.2,lehigh county
"Lehigh County, PA",county,2024,7,0.1,lehigh county
"Lehigh County, PA",county,2024,8,0.1,lehigh county
"Lehigh County, PA",county,2024,9,0.1,lehigh county
"Lehigh County, PA",county,2024,10,0.1,lehigh county
"Lehigh County, PA",county,2024,11,0.1,lehigh county
"Lehigh County, PA",county,2024,12,0.1,lehigh county
"Lehigh County, PA",county,2024,13,0.1,lehigh county
"Lehigh County, PA",county,2024,14,0.1,lehigh county
"Lehigh County, PA",county,2024,15,0,lehigh county
"Lehigh County, PA",county,2024,16,0,lehigh county
"Lehigh County, PA",county,2024,17,0,lehigh county
"Lehigh County, PA",county,2024,18,0,lehigh county
"Lehigh County, PA",county,2024,19,0,lehigh county
"Lehigh County, PA",county,2024,20,1.1,lehigh county
"Lehigh County, PA",county,2024,21,3.4,lehigh county
"Lehigh County, PA",county,2024,22,5.5,lehigh county
"Lehigh County, PA",county,2024,23,7.4,lehigh county
"Lewisville, TX",city,2024,0,1.2,lewisville
"Lewisville, TX",city,2024,1,1.1,lewisville
"Lewisville, TX",city,2024,2,1,lewisville
"Lewisville, TX",city,2024,3,0.9,lewisville
"Lewisville, TX",city,2024,4,0.8,lewisville
"Lewisville, TX",city,2024,5,0.7,lewisville
"Lewisville, TX",city,2024,6,0.7,lewisville
"Lewisville, TX",city,2024,7,0.6,lewisville
"Lewisville, TX",city,2024,8,0.5,lewisville
"Lewisville, TX",city,2024,9,0.5,lewisville
"Lewisville, TX",city,2024,10,0.5,lewisville
"Lewisville, TX",city,2024,11,0.6,lewisville
"Lewisville, TX",city,2024,12,0.6,lewisville
"Lewisville, TX",city,2024,13,0.7,lewisville
"Lewisville, TX",city,2024,14,0.7,lewisville
"Lewisville, TX",city,2024,15,0.9,lewisville
"Lewisville, TX",city,2024,16,1,lewisville
"Lewisville, TX",city,2024,17,1.4,lewisville
"Lewisville, TX",city,2024,18,1.6,lewisville
"Lewisville, TX",city,2024,19,1.8,lewisville
"Lewisville, TX",city,2024,20,1.8,lewisville
"Lewisville, TX",city,2024,21,1.8,lewisville
"Lewisville, TX",city,2024,22,1.7,lewisville
"Lewisville, TX",city,2024,23,1.5,lewisville
"Litchfield County, CT",county,2024,0,8.1,litchfield county
"Litchfield County, CT",county,2024,1,6.7,litchfield county
"Litchfield County, CT",county,2024,2,5.2,litchfield county
"Litchfield County, CT",county,2024,3,3.9,litchfield county
"Litchfield County, CT",county,2024,4,2.8,litchfield county
"Litchfield County, CT",county,2024,5,2.2,litchfield county
"Litchfield County, CT",county,2024,6,1.8,litchfield county
"Litchfield County, CT",county,2024,7,1.4,litchfield county
"Litchfield County, CT",county,2024,8,1.1,litchfield county
"Litchfield County, CT",county,2024,9,1.1,litchfield county
"Litchfield County, CT",county,2024,10,1.1,litchfield county
"Litchfield County, CT",county,2024,11,1.4,litchfield county
"Litchfield County, CT",county,2024,12,1.6,litchfield county
"Litchfield County, CT",county,2024,13,1.7,litchfield county
"Litchfield County, CT",county,2024,14,1.9,litchfield county
"Litchfield County, CT",county,2024,15,2.3,litchfield county
"Litchfield County, CT",county,2024,16,2.7,litchfield county
"Litchfield County, CT",county,2024,17,3.6,litchfield county
"Litchfield County, CT",county,2024,18,4.2,litchfield county
"Litchfield County, CT",county,2024,19,4.5,litchfield county
"Litchfield County, CT",county,2024,20,5.5,litchfield county
"Litchfield County, CT",county,2024,21,6.7,litchfield county
"Litchfield County, CT",county,2024,22,7.7,litchfield county
"Litchfield County, CT",county,2024,23,8.3,litchfield county
"Little Rock, AR",city,2024,0,5,little rock
"Little Rock, AR",city,2024,1,4.3,little rock
"Little Rock, AR",city,2024,2,3.8,little rock
"Little Rock, AR",city,2024,3,3.4,little rock
"Little Rock, AR",city,2024,4,3.1,little rock
"Little Rock, AR",city,2024,5,2.8,little rock
"Little Rock, AR",city,2024,6,2.5,little rock
"Little Rock, AR",city,2024,7,1.9,little rock
"Little Rock, AR",city,2024,8,1.7,little rock
"Little Rock, AR",city,2024,9,1.6,little rock
"Little Rock, AR",city,2024,10,1.7,little rock
"Little Rock, AR",city,2024,11,1.9,little rock
"Little Rock, AR",city,2024,12,2.3,little rock
"Little Rock, AR",city,2024,13,2.5,little rock
"Little Rock, AR",city,2024,14,2.8,little rock
"Little Rock, AR",city,2024,15,3.3,little rock
"Little Rock, AR",city,2024,16,4.2,little rock
"Little Rock, AR",city,2024,17,5.5,little rock
"Little Rock, AR",city,2024,18,6.5,little rock
"Little Rock, AR",city,2024,19,6.9,little rock
"Little Rock, AR",city,2024,20,7.2,little rock
"Little Rock, AR",city,2024,21,7,little rock
"Little Rock, AR",city,2024,22,6.6,little rock
"Little Rock, AR",city,2024,23,5.9,little rock
"Livermore, CA",city,2024,0,4,livermore
"Livermore, CA",city,2024,1,3.3,livermore
"Livermore, CA",city,2024,2,2.4,livermore
"Livermore, CA",city,2024,3,1.7,livermore
"Livermore, CA",city,2024,4,1,livermore
"Livermore, CA",city,2024,5,0.7,livermore
"Livermore, CA",city,2024,6,0.6,livermore
"Livermore, CA",city,2024,7,0.3,livermore
"Livermore, CA",city,2024,8,0.3,livermore
"Livermore, CA",city,2024,9,0.3,livermore
"Livermore, CA",city,2024,10,0.3,livermore
"Livermore, CA",city,2024,11,0.3,livermore
"Livermore, CA",city,2024,12,0.5,livermore
"Livermore, CA",city,2024,13,0.5,livermore
"Livermore, CA",city,2024,14,0.6,livermore
"Livermore, CA",city,2024,15,0.6,livermore
"Livermore, CA",city,2024,16,0.8,livermore
"Livermore, CA",city,2024,17,0.9,livermore
"Livermore, CA",city,2024,18,1.1,livermore
"Livermore, CA",city,2024,19,1.2,livermore
"Livermore, CA",city,2024,20,1.7,livermore
"Livermore, CA",city,2024,21,2.6,livermore
"Livermore, CA",city,2024,22,3.3,livermore
"Livermore, CA",city,2024,23,4,livermore
"Logan County, CO",county,2024,0,13,logan county
"Logan County, CO",county,2024,1,11.4,logan county
"Logan County, CO",county,2024,2,10,logan county
"Logan County, CO",county,2024,3,9,logan county
"Logan County, CO",county,2024,4,8.1,logan county
"Logan County, CO",county,2024,5,7.4,logan county
"Logan County, CO",county,2024,6,6.5,logan county
"Logan County, CO",county,2024,7,5.2,logan county
"Logan County, CO",county,2024,8,4.3,logan county
"Logan County, CO",county,2024,9,4.2,logan county
"Logan County, CO",county,2024,10,4.5,logan county
"Logan County, CO",county,2024,11,5.1,logan county
"Logan County, CO",county,2024,12,6,logan county
"Logan County, CO",county,2024,13,6.6,logan county
"Logan County, CO",county,2024,14,7.5,logan county
"Logan County, CO",county,2024,15,8.8,logan county
"Logan County, CO",county,2024,16,10.9,logan county
"Logan County, CO",county,2024,17,14.3,logan county
"Logan County, CO",county,2024,18,16.8,logan county
"Logan County, CO",county,2024,19,18.1,logan county
"Logan County, CO",county,2024,20,18.9,logan county
"Logan County, CO",county,2024,21,18.5,logan county
"Logan County, CO",county,2024,22,17.2,logan county
"Logan County, CO",county,2024,23,15.3,logan county
"Long Beach, CA",city,2024,0,25.6,long beach
"Long Beach, CA",city,2024,1,21.7,long beach
"Long Beach, CA",city,2024,2,17.8,long beach
"Long Beach, CA",city,2024,3,14.5,long beach
"Long Beach, CA",city,2024,4,11.9,long beach
"Long Beach, CA",city,2024,5,10,long beach
"Long Beach, CA",city,2024,6,8.6,long beach
"Long Beach, CA",city,2024,7,6.8,long beach
"Long Beach, CA",city,2024,8,5.7,long beach
"Long Beach, CA",city,2024,9,5.5,long beach
"Long Beach, CA",city,2024,10,5.9,long beach
"Long Beach, CA",city,2024,11,6.7,long beach
"Long Beach, CA",city,2024,12,7.8,long beach
"Long Beach, CA",city,2024,13,8.6,long beach
"Long Beach, CA",city,2024,14,9.7,long beach
"Long Beach, CA",city,2024,15,11.2,long beach
"Long Beach, CA",city,2024,16,14,long beach
"Long Beach, CA",city,2024,17,18.4,long beach
"Long Beach, CA",city,2024,18,21.6,long beach
"Long Beach, CA",city,2024,19,23.2,long beach
"Long Beach, CA",city,2024,20,25.6,long beach
"Long Beach, CA",city,2024,21,27.6,long beach
"Long Beach, CA",city,2024,22,28.3,long beach
"Long Beach, CA",city,2024,23,28,long beach
"Longmont, CO",city,2024,0,2,longmont
"Longmont, CO",city,2024,1,1.7,longmont
"Longmont, CO",city,2024,2,1.5,longmont
"Longmont, CO",city,2024,3,1.2,longmont
"Longmont, CO",city,2024,4,1,longmont
"Longmont, CO",city,2024,5,0.9,longmont
"Longmont, CO",city,2024,6,0.8,longmont
"Longmont, CO",city,2024,7,0.6,longmont
"Longmont, CO",city,2024,8,0.5,longmont
"Longmont, CO",city,2024,9,0.5,longmont
"Longmont, CO",city,2024,10,0.6,longmont
"Longmont, CO",city,2024,11,0.6,longmont
"Longmont, CO",city,2024,12,0.7,longmont
"Longmont, CO",city,2024,13,0.8,longmont
"Longmont, CO",city,2024,14,0.8,longmont
"Longmont, CO",city,2024,15,1,longmont
"Longmont, CO",city,2024,16,1.2,longmont
"Longmont, CO",city,2024,17,1.6,longmont
"Longmont, CO",city,2024,18,1.9,longmont
"Longmont, CO",city,2024,19,2,longmont
"Longmont, CO",city,2024,20,2.2,longmont
"Longmont, CO",city,2024,21,2.3,longmont
"Longmont, CO",city,2024,22,2.4,longmont
"Longmont, CO",city,2024,23,2.3,longmont
"Longview, OR WA",city,2024,0,4.8,longview
"Longview, OR WA",city,2024,1,3.9,longview
"Longview, OR WA",city,2024,2,2.7,longview
"Longview, OR WA",city,2024,3,1.7,longview
"Longview, OR WA",city,2024,4,0.9,longview
"Longview, OR WA",city,2024,5,0.5,longview
"Longview, OR WA",city,2024,6,0.2,longview
"Longview, OR WA",city,2024,7,0.1,longview
"Longview, OR WA",city,2024,8,0.1,longview
"Longview, OR WA",city,2024,9,0.1,longview
"Longview, OR WA",city,2024,10,0.1,longview
"Longview, OR WA",city,2024,11,0.1,longview
"Longview, OR WA",city,2024,12,0.1,longview
"Longview, OR WA",city,2024,13,0.2,longview
"Longview, OR WA",city,2024,14,0.1,longview
"Longview, OR WA",city,2024,15,0.1,longview
"Longview, OR WA",city,2024,16,0.2,longview
"Longview, OR WA",city,2024,17,0.2,longview
"Longview, OR WA",city,2024,18,0.3,longview
"Longview, OR WA",city,2024,19,0.3,longview
"Longview, OR WA",city,2024,20,1,longview
"Longview, OR WA",city,2024,21,2.3,longview
"Longview, OR WA",city,2024,22,3.5,longview
"Longview, OR WA",city,2024,23,4.5,longview
"Los Angeles County, CA",county,2024,0,26.6,los angeles county
"Los Angeles County, CA",county,2024,1,21.2,los angeles county
"Los Angeles County, CA",county,2024,2,15.1,los angeles county
"Los Angeles County, CA",county,2024,3,9.1,los angeles county
"Los Angeles County, CA",county,2024,4,4.4,los angeles county
"Los Angeles County, CA",county,2024,5,1.8,los angeles county
"Los Angeles County, CA",county,2024,6,0.8,los angeles county
"Los Angeles County, CA",county,2024,7,0.5,los angeles county
"Los Angeles County, CA",county,2024,8,0.3,los angeles county
"Los Angeles County, CA",county,2024,9,0.2,los angeles county
"Los Angeles County, CA",county,2024,10,0.2,los angeles county
"Los Angeles County, CA",county,2024,11,0.2,los angeles county
"Los Angeles County, CA",county,2024,12,0.3,los angeles county
"Los Angeles County, CA",county,2024,13,0.3,los angeles county
"Los Angeles County, CA",county,2024,14,0.2,los angeles county
"Los Angeles County, CA",county,2024,15,0.1,los angeles county
"Los Angeles County, CA",county,2024,16,0,los angeles county
"Los Angeles County, CA",county,2024,17,0,los angeles county
"Los Angeles County, CA",county,2024,18,0,los angeles county
"Los Angeles County, CA",county,2024,19,0,los angeles county
"Los Angeles County, CA",county,2024,20,3.9,los angeles county
"Los Angeles County, CA",county,2024,21,11.4,los angeles county
"Los Angeles County, CA",county,2024,22,18.6,los angeles county
"Los Angeles County, CA",county,2024,23,24.9,los angeles county
"Loveland, CO",city,2024,0,1.6,loveland
"Loveland, CO",city,2024,1,1.4,loveland
"Loveland, CO",city,2024,2,1.2,loveland
"Loveland, CO",city,2024,3,1.1,loveland
"Loveland, CO",city,2024,4,1,loveland
"Loveland, CO",city,2024,5,0.9,loveland
"Loveland, CO",city,2024,6,0.8,loveland
"Loveland, CO",city,2024,7,0.7,loveland
"Loveland, CO",city,2024,8,0.6,loveland
"Loveland, CO",city,2024,9,0.6,loveland
"Loveland, CO",city,2024,10,0.6,loveland
"Loveland, CO",city,2024,11,0.7,loveland
"Loveland, CO",city,2024,12,0.7,loveland
"Loveland, CO",city,2024,13,0.8,loveland
"Loveland, CO",city,2024,14,0.9,loveland
"Loveland, CO",city,2024,15,1,loveland
