Geography Name,Geography Type,Year,Hour of Day,Avg. Demand (kW)
8812db0c39fffff,H3,2023,19,2.2
8812db0c39fffff,H3,2023,20,2.3
8812db0c39fffff,H3,2023,21,2.3
8812db0c39fffff,H3,2023,22,2.0
8812db0c39fffff,H3,2023,23,1.8
882600b297fffff,H3,2023,0,1.2
882600b297fffff,H3,2023,1,1.1
882600b297fffff,H3,2023,2,0.9
882600b297fffff,H3,2023,3,0.9
882600b297fffff,H3,2023,4,0.8
882600b297fffff,H3,2023,5,0.7
882600b297fffff,H3,2023,6,0.7
882600b297fffff,H3,2023,7,0.6
882600b297fffff,H3,2023,8,0.5
882600b297fffff,H3,2023,9,0.5
882600b297fffff,H3,2023,10,0.5
882600b297fffff,H3,2023,11,0.6
882600b297fffff,H3,2023,12,0.6
882600b297fffff,H3,2023,13,0.7
882600b297fffff,H3,2023,14,0.8
882600b297fffff,H3,2023,15,0.9
882600b297fffff,H3,2023,16,1.1
882600b297fffff,H3,2023,17,1.5
882600b297fffff,H3,2023,18,1.7
882600b297fffff,H3,2023,19,1.8
882600b297fffff,H3,2023,20,1.8
882600b297fffff,H3,2023,21,1.8
882600b297fffff,H3,2023,22,1.7
882600b297fffff,H3,2023,23,1.5
8826085103fffff,H3,2023,0,1.6
8826085103fffff,H3,2023,1,1.4
8826085103fffff,H3,2023,2,1.1
8826085103fffff,H3,2023,3,1.0
8826085103fffff,H3,2023,4,0.9
8826085103fffff,H3,2023,5,0.9
8826085103fffff,H3,2023,6,0.8
8826085103fffff,H3,2023,7,0.7
8826085103fffff,H3,2023,8,0.6
8826085103fffff,H3,2023,9,0.6
8826085103fffff,H3,2023,10,0.6
8826085103fffff,H3,2023,11,0.7
8826085103fffff,H3,2023,12,0.8
8826085103fffff,H3,2023,13,0.9
8826085103fffff,H3,2023,14,0.9
8826085103fffff,H3,2023,15,1.1
8826085103fffff,H3,2023,16,1.4
8826085103fffff,H3,2023,17,1.8
8826085103fffff,H3,2023,18,2.2
8826085103fffff,H3,2023,19,2.3
8826085103fffff,H3,2023,20,2.4
8826085103fffff,H3,2023,21,2.3
8826085103fffff,H3,2023,22,2.2
8826085103fffff,H3,2023,23,1.8
88260a114bfffff,H3,2023,0,1.7
88260a114bfffff,H3,2023,1,1.5
88260a114bfffff,H3,2023,2,1.2
88260a114bfffff,H3,2023,3,1.1
88260a114bfffff,H3,2023,4,1.0
88260a114bfffff,H3,2023,5,0.9
88260a114bfffff,H3,2023,6,0.9
88260a114bfffff,H3,2023,7,0.7
88260a114bfffff,H3,2023,8,0.6
88260a114bfffff,H3,2023,9,0.6
88260a114bfffff,H3,2023,10,0.6
88260a114bfffff,H3,2023,11,0.7
88260a114bfffff,H3,2023,12,0.8
88260a114bfffff,H3,2023,13,0.9
88260a114bfffff,H3,2023,14,1.0
88260a114bfffff,H3,2023,15,1.1
88260a114bfffff,H3,2023,16,1.5
88260a114bfffff,H3,2023,17,1.9
88260a114bfffff,H3,2023,18,2.2
88260a114bfffff,H3,2023,19,2.4
88260a114bfffff,H3,2023,20,2.5
88260a114bfffff,H3,2023,21,2.4
88260a114bfffff,H3,2023,22,2.3
88260a114bfffff,H3,2023,23,2.0
88260a1337fffff,H3,2023,0,10.3
88260a1337fffff,H3,2023,0,0.2
88260a1337fffff,H3,2023,1,9.1
88260a1337fffff,H3,2023,1,0.2
88260a1337fffff,H3,2023,2,8.0
88260a1337fffff,H3,2023,2,0.2
88260a1337fffff,H3,2023,3,7.2
88260a1337fffff,H3,2023,3,0.1
88260a1337fffff,H3,2023,4,6.5
88260a1337fffff,H3,2023,4,0.1
88260a1337fffff,H3,2023,5,5.9
88260a1337fffff,H3,2023,5,0.1
88260a1337fffff,H3,2023,6,5.2
88260a1337fffff,H3,2023,6,0.1
88260a1337fffff,H3,2023,7,4.2
88260a1337fffff,H3,2023,7,0.1
88260a1337fffff,H3,2023,8,3.5
88260a1337fffff,H3,2023,8,0.1
88260a1337fffff,H3,2023,9,3.4
88260a1337fffff,H3,2023,9,0.1
88260a1337fffff,H3,2023,10,3.6
88260a1337fffff,H3,2023,10,0.1
88260a1337fffff,H3,2023,11,4.2
88260a1337fffff,H3,2023,11,0.1
88260a1337fffff,H3,2023,12,4.9
88260a1337fffff,H3,2023,12,0.1
88260a1337fffff,H3,2023,13,5.5
88260a1337fffff,H3,2023,13,0.1
88260a1337fffff,H3,2023,14,6.0
88260a1337fffff,H3,2023,14,0.1
88260a1337fffff,H3,2023,15,7.0
88260a1337fffff,H3,2023,15,0.1
88260a1337fffff,H3,2023,16,8.9
88260a1337fffff,H3,2023,16,0.2
88260a1337fffff,H3,2023,17,11.6
88260a1337fffff,H3,2023,17,0.2
88260a1337fffff,H3,2023,18,13.5
88260a1337fffff,H3,2023,18,0.3
88260a1337fffff,H3,2023,19,14.5
88260a1337fffff,H3,2023,19,0.3
88260a1337fffff,H3,2023,20,15.1
88260a1337fffff,H3,2023,20,0.3
88260a1337fffff,H3,2023,21,14.8
88260a1337fffff,H3,2023,21,0.3
88260a1337fffff,H3,2023,22,13.8
88260a1337fffff,H3,2023,22,0.3
88260a1337fffff,H3,2023,23,12.3
88260a1337fffff,H3,2023,23,0.2
88260d823dfffff,H3,2023,0,6.6
88260d823dfffff,H3,2023,1,5.8
88260d823dfffff,H3,2023,2,5.1
88260d823dfffff,H3,2023,3,4.5
88260d823dfffff,H3,2023,4,4.1
88260d823dfffff,H3,2023,5,3.8
88260d823dfffff,H3,2023,6,3.3
88260d823dfffff,H3,2023,7,2.7
88260d823dfffff,H3,2023,8,2.3
88260d823dfffff,H3,2023,9,2.3
88260d823dfffff,H3,2023,10,2.4
88260d823dfffff,H3,2023,11,2.7
88260d823dfffff,H3,2023,12,3.2
88260d823dfffff,H3,2023,13,3.5
88260d823dfffff,H3,2023,14,4.0
88260d823dfffff,H3,2023,15,4.7
88260d823dfffff,H3,2023,16,5.8
88260d823dfffff,H3,2023,17,7.5
88260d823dfffff,H3,2023,18,8.8
88260d823dfffff,H3,2023,19,9.4
88260d823dfffff,H3,2023,20,9.8
88260d823dfffff,H3,2023,21,9.5
88260d823dfffff,H3,2023,22,8.9
88260d823dfffff,H3,2023,23,7.8
88260d8705fffff,H3,2023,0,2.0
88260d8705fffff,H3,2023,1,1.7
88260d8705fffff,H3,2023,2,1.5
88260d8705fffff,H3,2023,3,1.4
88260d8705fffff,H3,2023,4,1.2
88260d8705fffff,H3,2023,5,1.1
88260d8705fffff,H3,2023,6,1.0
88260d8705fffff,H3,2023,7,0.8
88260d8705fffff,H3,2023,8,0.7
88260d8705fffff,H3,2023,9,0.7
88260d8705fffff,H3,2023,10,0.7
88260d8705fffff,H3,2023,11,0.8
88260d8705fffff,H3,2023,12,0.9
88260d8705fffff,H3,2023,13,1.0
88260d8705fffff,H3,2023,14,1.1
88260d8705fffff,H3,2023,15,1.4
88260d8705fffff,H3,2023,16,1.7
88260d8705fffff,H3,2023,17,2.2
88260d8705fffff,H3,2023,18,2.6
88260d8705fffff,H3,2023,19,2.7
88260d8705fffff,H3,2023,20,2.8
88260d8705fffff,H3,2023,21,2.8
88260d8705fffff,H3,2023,22,2.6
88260d8705fffff,H3,2023,23,2.4
88260d8709fffff,H3,2023,0,5.1
88260d8709fffff,H3,2023,1,4.5
88260d8709fffff,H3,2023,2,4.0
88260d8709fffff,H3,2023,3,3.5
88260d8709fffff,H3,2023,4,3.2
88260d8709fffff,H3,2023,5,3.0
88260d8709fffff,H3,2023,6,2.6
88260d8709fffff,H3,2023,7,2.0
88260d8709fffff,H3,2023,8,1.7
88260d8709fffff,H3,2023,9,1.7
88260d8709fffff,H3,2023,10,1.8
88260d8709fffff,H3,2023,11,2.0
88260d8709fffff,H3,2023,12,2.4
88260d8709fffff,H3,2023,13,2.6
88260d8709fffff,H3,2023,14,3.0
88260d8709fffff,H3,2023,15,3.5
88260d8709fffff,H3,2023,16,4.3
88260d8709fffff,H3,2023,17,5.7
88260d8709fffff,H3,2023,18,6.7
88260d8709fffff,H3,2023,19,7.2
88260d8709fffff,H3,2023,20,7.5
88260d8709fffff,H3,2023,21,7.4
88260d8709fffff,H3,2023,22,6.8
88260d8709fffff,H3,2023,23,6.1
88261651a5fffff,H3,2023,0,2.3
88261651a5fffff,H3,2023,1,2.0
88261651a5fffff,H3,2023,2,1.7
88261651a5fffff,H3,2023,3,1.6
88261651a5fffff,H3,2023,4,1.4
88261651a5fffff,H3,2023,5,1.2
88261651a5fffff,H3,2023,6,1.1
88261651a5fffff,H3,2023,7,0.9
88261651a5fffff,H3,2023,8,0.8
88261651a5fffff,H3,2023,9,0.8
88261651a5fffff,H3,2023,10,0.9
88261651a5fffff,H3,2023,11,1.0
88261651a5fffff,H3,2023,12,1.1
88261651a5fffff,H3,2023,13,1.2
88261651a5fffff,H3,2023,14,1.4
88261651a5fffff,H3,2023,15,1.6
88261651a5fffff,H3,2023,16,2.0
88261651a5fffff,H3,2023,17,2.6
88261651a5fffff,H3,2023,18,3.1
88261651a5fffff,H3,2023,19,3.3
88261651a5fffff,H3,2023,20,3.4
88261651a5fffff,H3,2023,21,3.3
88261651a5fffff,H3,2023,22,3.1
88261651a5fffff,H3,2023,23,2.7
882626890dfffff,H3,2023,0,2.2
882626890dfffff,H3,2023,1,1.8
882626890dfffff,H3,2023,2,1.6
882626890dfffff,H3,2023,3,1.5
882626890dfffff,H3,2023,4,1.4
882626890dfffff,H3,2023,5,1.2
882626890dfffff,H3,2023,6,1.0
882626890dfffff,H3,2023,7,0.9
882626890dfffff,H3,2023,8,0.7
882626890dfffff,H3,2023,9,0.7
882626890dfffff,H3,2023,10,0.8
882626890dfffff,H3,2023,11,0.9
882626890dfffff,H3,2023,12,1.0
882626890dfffff,H3,2023,13,1.1
882626890dfffff,H3,2023,14,1.2
882626890dfffff,H3,2023,15,1.5
882626890dfffff,H3,2023,16,1.8
882626890dfffff,H3,2023,17,2.4
882626890dfffff,H3,2023,18,2.8
882626890dfffff,H3,2023,19,3.0
882626890dfffff,H3,2023,20,3.2
882626890dfffff,H3,2023,21,3.1
882626890dfffff,H3,2023,22,2.8
882626890dfffff,H3,2023,23,2.5
882636818dfffff,H3,2023,0,2.8
882636818dfffff,H3,2023,1,2.5
882636818dfffff,H3,2023,2,2.2
882636818dfffff,H3,2023,3,1.9
882636818dfffff,H3,2023,4,1.8
882636818dfffff,H3,2023,5,1.6
882636818dfffff,H3,2023,6,1.5
882636818dfffff,H3,2023,7,1.1
882636818dfffff,H3,2023,8,1.0
882636818dfffff,H3,2023,9,0.9
882636818dfffff,H3,2023,10,1.0
882636818dfffff,H3,2023,11,1.1
882636818dfffff,H3,2023,12,1.4
882636818dfffff,H3,2023,13,1.5
882636818dfffff,H3,2023,14,1.7
882636818dfffff,H3,2023,15,2.0
882636818dfffff,H3,2023,16,2.5
882636818dfffff,H3,2023,17,3.3
882636818dfffff,H3,2023,18,3.8
882636818dfffff,H3,2023,19,4.1
882636818dfffff,H3,2023,20,4.2
882636818dfffff,H3,2023,21,4.1
882636818dfffff,H3,2023,22,3.9
882636818dfffff,H3,2023,23,3.4
882640c823fffff,H3,2023,0,1.7
882640c823fffff,H3,2023,1,1.5
882640c823fffff,H3,2023,2,1.2
882640c823fffff,H3,2023,3,1.1
882640c823fffff,H3,2023,4,1.0
882640c823fffff,H3,2023,5,0.9
882640c823fffff,H3,2023,6,0.9
882640c823fffff,H3,2023,7,0.7
882640c823fffff,H3,2023,8,0.6
882640c823fffff,H3,2023,9,0.6
882640c823fffff,H3,2023,10,0.6
882640c823fffff,H3,2023,11,0.7
882640c823fffff,H3,2023,12,0.8
882640c823fffff,H3,2023,13,0.9
882640c823fffff,H3,2023,14,1.0
882640c823fffff,H3,2023,15,1.1
882640c823fffff,H3,2023,16,1.4
882640c823fffff,H3,2023,17,1.8
882640c823fffff,H3,2023,18,2.2
882640c823fffff,H3,2023,19,2.4
882640c823fffff,H3,2023,20,2.5
882640c823fffff,H3,2023,21,2.4
882640c823fffff,H3,2023,22,2.3
882640c823fffff,H3,2023,23,2.0
882640c827fffff,H3,2023,0,1.5
882640c827fffff,H3,2023,1,1.2
882640c827fffff,H3,2023,2,1.1
882640c827fffff,H3,2023,3,1.0
882640c827fffff,H3,2023,4,0.9
882640c827fffff,H3,2023,5,0.8
882640c827fffff,H3,2023,6,0.8
882640c827fffff,H3,2023,7,0.6
882640c827fffff,H3,2023,8,0.5
882640c827fffff,H3,2023,9,0.5
882640c827fffff,H3,2023,10,0.6
882640c827fffff,H3,2023,11,0.6
882640c827fffff,H3,2023,12,0.7
882640c827fffff,H3,2023,13,0.8
882640c827fffff,H3,2023,14,0.8
882640c827fffff,H3,2023,15,1.0
882640c827fffff,H3,2023,16,1.2
882640c827fffff,H3,2023,17,1.6
882640c827fffff,H3,2023,18,1.9
882640c827fffff,H3,2023,19,2.0
882640c827fffff,H3,2023,20,2.2
882640c827fffff,H3,2023,21,2.0
882640c827fffff,H3,2023,22,1.9
882640c827fffff,H3,2023,23,1.7
8826411b69fffff,H3,2023,0,2.0
8826411b69fffff,H3,2023,1,1.8
8826411b69fffff,H3,2023,2,1.6
8826411b69fffff,H3,2023,3,1.4
8826411b69fffff,H3,2023,4,1.2
8826411b69fffff,H3,2023,5,1.1
8826411b69fffff,H3,2023,6,1.0
8826411b69fffff,H3,2023,7,0.9
8826411b69fffff,H3,2023,8,0.8
8826411b69fffff,H3,2023,9,0.7
8826411b69fffff,H3,2023,10,0.8
8826411b69fffff,H3,2023,11,0.9
8826411b69fffff,H3,2023,12,1.0
8826411b69fffff,H3,2023,13,1.1
8826411b69fffff,H3,2023,14,1.2
8826411b69fffff,H3,2023,15,1.5
8826411b69fffff,H3,2023,16,1.8
8826411b69fffff,H3,2023,17,2.4
8826411b69fffff,H3,2023,18,2.8
8826411b69fffff,H3,2023,19,3.0
8826411b69fffff,H3,2023,20,3.1
8826411b69fffff,H3,2023,21,3.1
8826411b69fffff,H3,2023,22,2.8
8826411b69fffff,H3,2023,23,2.5
882644d089fffff,H3,2023,0,4.9
882644d089fffff,H3,2023,1,4.2
882644d089fffff,H3,2023,2,3.6
882644d089fffff,H3,2023,3,3.3
882644d089fffff,H3,2023,4,3.0
882644d089fffff,H3,2023,5,2.7
882644d089fffff,H3,2023,6,2.5
882644d089fffff,H3,2023,7,2.0
882644d089fffff,H3,2023,8,1.7
882644d089fffff,H3,2023,9,1.7
882644d089fffff,H3,2023,10,1.8
882644d089fffff,H3,2023,11,2.0
882644d089fffff,H3,2023,12,2.4
882644d089fffff,H3,2023,13,2.7
882644d089fffff,H3,2023,14,3.0
882644d089fffff,H3,2023,15,3.5
882644d089fffff,H3,2023,16,4.3
882644d089fffff,H3,2023,17,5.7
882644d089fffff,H3,2023,18,6.6
882644d089fffff,H3,2023,19,7.0
882644d089fffff,H3,2023,20,7.3
882644d089fffff,H3,2023,21,7.0
882644d089fffff,H3,2023,22,6.6
882644d089fffff,H3,2023,23,5.8
882644d0b3fffff,H3,2023,0,30.3
882644d0b3fffff,H3,2023,1,26.6
882644d0b3fffff,H3,2023,2,23.2
882644d0b3fffff,H3,2023,3,20.9
882644d0b3fffff,H3,2023,4,18.9
882644d0b3fffff,H3,2023,5,17.2
882644d0b3fffff,H3,2023,6,15.2
882644d0b3fffff,H3,2023,7,12.2
882644d0b3fffff,H3,2023,8,10.2
882644d0b3fffff,H3,2023,9,9.8
882644d0b3fffff,H3,2023,10,10.6
882644d0b3fffff,H3,2023,11,12.2
882644d0b3fffff,H3,2023,12,14.0
882644d0b3fffff,H3,2023,13,15.6
882644d0b3fffff,H3,2023,14,17.5
882644d0b3fffff,H3,2023,15,20.6
882644d0b3fffff,H3,2023,16,25.6
882644d0b3fffff,H3,2023,17,33.5
882644d0b3fffff,H3,2023,18,39.3
882644d0b3fffff,H3,2023,19,42.3
882644d0b3fffff,H3,2023,20,44.1
882644d0b3fffff,H3,2023,21,43.2
882644d0b3fffff,H3,2023,22,40.1
882644d0b3fffff,H3,2023,23,35.7
882649360bfffff,H3,2023,0,3.2
882649360bfffff,H3,2023,1,2.8
882649360bfffff,H3,2023,2,2.4
882649360bfffff,H3,2023,3,2.2
882649360bfffff,H3,2023,4,1.9
882649360bfffff,H3,2023,5,1.8
882649360bfffff,H3,2023,6,1.6
882649360bfffff,H3,2023,7,1.4
882649360bfffff,H3,2023,8,1.1
882649360bfffff,H3,2023,9,1.1
882649360bfffff,H3,2023,10,1.2
882649360bfffff,H3,2023,11,1.4
882649360bfffff,H3,2023,12,1.6
882649360bfffff,H3,2023,13,1.8
882649360bfffff,H3,2023,14,2.0
882649360bfffff,H3,2023,15,2.4
882649360bfffff,H3,2023,16,3.0
882649360bfffff,H3,2023,17,3.8
882649360bfffff,H3,2023,18,4.4
882649360bfffff,H3,2023,19,4.7
882649360bfffff,H3,2023,20,4.9
882649360bfffff,H3,2023,21,4.7
882649360bfffff,H3,2023,22,4.3
882649360bfffff,H3,2023,23,3.9
88264a48b3fffff,H3,2023,0,2.0
88264a48b3fffff,H3,2023,1,1.8
88264a48b3fffff,H3,2023,2,1.6
88264a48b3fffff,H3,2023,3,1.4
88264a48b3fffff,H3,2023,4,1.2
88264a48b3fffff,H3,2023,5,1.1
88264a48b3fffff,H3,2023,6,1.0
88264a48b3fffff,H3,2023,7,0.8
88264a48b3fffff,H3,2023,8,0.7
88264a48b3fffff,H3,2023,9,0.7
88264a48b3fffff,H3,2023,10,0.7
88264a48b3fffff,H3,2023,11,0.8
88264a48b3fffff,H3,2023,12,0.9
88264a48b3fffff,H3,2023,13,1.0
88264a48b3fffff,H3,2023,14,1.1
88264a48b3fffff,H3,2023,15,1.4
88264a48b3fffff,H3,2023,16,1.7
88264a48b3fffff,H3,2023,17,2.3
88264a48b3fffff,H3,2023,18,2.6
88264a48b3fffff,H3,2023,19,2.8
88264a48b3fffff,H3,2023,20,3.0
88264a48b3fffff,H3,2023,21,2.8
88264a48b3fffff,H3,2023,22,2.7
88264a48b3fffff,H3,2023,23,2.4
88264ca8a5fffff,H3,2023,0,4.8
88264ca8a5fffff,H3,2023,1,4.2
88264ca8a5fffff,H3,2023,2,3.6
88264ca8a5fffff,H3,2023,3,3.2
88264ca8a5fffff,H3,2023,4,2.8
88264ca8a5fffff,H3,2023,5,2.7
88264ca8a5fffff,H3,2023,6,2.5
88264ca8a5fffff,H3,2023,7,2.0
88264ca8a5fffff,H3,2023,8,1.8
88264ca8a5fffff,H3,2023,9,1.7
88264ca8a5fffff,H3,2023,10,1.9
88264ca8a5fffff,H3,2023,11,2.2
88264ca8a5fffff,H3,2023,12,2.5
88264ca8a5fffff,H3,2023,13,2.8
88264ca8a5fffff,H3,2023,14,3.1
88264ca8a5fffff,H3,2023,15,3.6
88264ca8a5fffff,H3,2023,16,4.5
88264ca8a5fffff,H3,2023,17,5.8
88264ca8a5fffff,H3,2023,18,6.7
88264ca8a5fffff,H3,2023,19,7.2
88264ca8a5fffff,H3,2023,20,7.3
88264ca8a5fffff,H3,2023,21,7.0
88264ca8a5fffff,H3,2023,22,6.5
88264ca8a5fffff,H3,2023,23,5.7
88264d102dfffff,H3,2023,0,1.4
88264d102dfffff,H3,2023,1,1.2
88264d102dfffff,H3,2023,2,1.0
88264d102dfffff,H3,2023,3,0.9
88264d102dfffff,H3,2023,4,0.9
88264d102dfffff,H3,2023,5,0.8
88264d102dfffff,H3,2023,6,0.7
88264d102dfffff,H3,2023,7,0.6
88264d102dfffff,H3,2023,8,0.5
88264d102dfffff,H3,2023,9,0.5
88264d102dfffff,H3,2023,10,0.5
88264d102dfffff,H3,2023,11,0.6
88264d102dfffff,H3,2023,12,0.7
88264d102dfffff,H3,2023,13,0.7
88264d102dfffff,H3,2023,14,0.8
88264d102dfffff,H3,2023,15,0.9
88264d102dfffff,H3,2023,16,1.1
88264d102dfffff,H3,2023,17,1.5
88264d102dfffff,H3,2023,18,1.8
88264d102dfffff,H3,2023,19,1.9
88264d102dfffff,H3,2023,20,2.0
88264d102dfffff,H3,2023,21,1.9
88264d102dfffff,H3,2023,22,1.8
88264d102dfffff,H3,2023,23,1.6
88264d1037fffff,H3,2023,0,3.9
88264d1037fffff,H3,2023,1,3.4
88264d1037fffff,H3,2023,2,3.0
88264d1037fffff,H3,2023,3,2.7
88264d1037fffff,H3,2023,4,2.4
88264d1037fffff,H3,2023,5,2.2
88264d1037fffff,H3,2023,6,1.9
88264d1037fffff,H3,2023,7,1.6
88264d1037fffff,H3,2023,8,1.4
88264d1037fffff,H3,2023,9,1.2
88264d1037fffff,H3,2023,10,1.4
88264d1037fffff,H3,2023,11,1.6
88264d1037fffff,H3,2023,12,1.8
88264d1037fffff,H3,2023,13,2.0
88264d1037fffff,H3,2023,14,2.3
88264d1037fffff,H3,2023,15,2.7
88264d1037fffff,H3,2023,16,3.3
88264d1037fffff,H3,2023,17,4.4
88264d1037fffff,H3,2023,18,5.1
88264d1037fffff,H3,2023,19,5.5
88264d1037fffff,H3,2023,20,5.7
88264d1037fffff,H3,2023,21,5.6
88264d1037fffff,H3,2023,22,5.2
88264d1037fffff,H3,2023,23,4.7
88264d1061fffff,H3,2023,0,4.1
88264d1061fffff,H3,2023,0,0.0
88264d1061fffff,H3,2023,1,3.5
88264d1061fffff,H3,2023,1,0.0
88264d1061fffff,H3,2023,2,3.2
88264d1061fffff,H3,2023,2,0.0
88264d1061fffff,H3,2023,3,2.8
88264d1061fffff,H3,2023,3,0.0
88264d1061fffff,H3,2023,4,2.5
88264d1061fffff,H3,2023,4,0.0
88264d1061fffff,H3,2023,5,2.3
88264d1061fffff,H3,2023,5,0.0
88264d1061fffff,H3,2023,6,2.0
88264d1061fffff,H3,2023,6,0.0
88264d1061fffff,H3,2023,7,1.6
88264d1061fffff,H3,2023,7,0.0
88264d1061fffff,H3,2023,8,1.4
88264d1061fffff,H3,2023,8,0.0
88264d1061fffff,H3,2023,9,1.4
88264d1061fffff,H3,2023,9,0.0
88264d1061fffff,H3,2023,10,1.4
88264d1061fffff,H3,2023,10,0.0
88264d1061fffff,H3,2023,11,1.6
88264d1061fffff,H3,2023,11,0.0
88264d1061fffff,H3,2023,12,1.8
88264d1061fffff,H3,2023,12,0.0
88264d1061fffff,H3,2023,13,2.0
88264d1061fffff,H3,2023,13,0.0
88264d1061fffff,H3,2023,14,2.4
88264d1061fffff,H3,2023,14,0.0
88264d1061fffff,H3,2023,15,2.7
88264d1061fffff,H3,2023,15,0.0
88264d1061fffff,H3,2023,16,3.4
88264d1061fffff,H3,2023,16,0.0
88264d1061fffff,H3,2023,17,4.5
88264d1061fffff,H3,2023,17,0.0
88264d1061fffff,H3,2023,18,5.2
88264d1061fffff,H3,2023,18,0.0
88264d1061fffff,H3,2023,19,5.7
88264d1061fffff,H3,2023,19,0.0
88264d1061fffff,H3,2023,20,5.9
88264d1061fffff,H3,2023,20,0.0
88264d1061fffff,H3,2023,21,5.8
88264d1061fffff,H3,2023,21,0.0
88264d1061fffff,H3,2023,22,5.5
88264d1061fffff,H3,2023,22,0.0
88264d1061fffff,H3,2023,23,4.8
88264d1061fffff,H3,2023,23,0.0
88264d12d9fffff,H3,2023,0,1.4
88264d12d9fffff,H3,2023,1,1.1
88264d12d9fffff,H3,2023,2,1.0
88264d12d9fffff,H3,2023,3,0.9
88264d12d9fffff,H3,2023,4,0.8
88264d12d9fffff,H3,2023,5,0.8
88264d12d9fffff,H3,2023,6,0.7
88264d12d9fffff,H3,2023,7,0.6
88264d12d9fffff,H3,2023,8,0.5
88264d12d9fffff,H3,2023,9,0.5
88264d12d9fffff,H3,2023,10,0.5
88264d12d9fffff,H3,2023,11,0.6
88264d12d9fffff,H3,2023,12,0.6
88264d12d9fffff,H3,2023,13,0.7
88264d12d9fffff,H3,2023,14,0.8
88264d12d9fffff,H3,2023,15,0.9
88264d12d9fffff,H3,2023,16,1.1
88264d12d9fffff,H3,2023,17,1.5
88264d12d9fffff,H3,2023,18,1.7
88264d12d9fffff,H3,2023,19,1.8
88264d12d9fffff,H3,2023,20,1.9
88264d12d9fffff,H3,2023,21,1.9
88264d12d9fffff,H3,2023,22,1.7
88264d12d9fffff,H3,2023,23,1.6
88264d1a59fffff,H3,2023,0,27.6
88264d1a59fffff,H3,2023,1,24.2
88264d1a59fffff,H3,2023,2,21.1
88264d1a59fffff,H3,2023,3,19.1
88264d1a59fffff,H3,2023,4,17.3
88264d1a59fffff,H3,2023,5,15.7
88264d1a59fffff,H3,2023,6,13.9
88264d1a59fffff,H3,2023,7,11.0
88264d1a59fffff,H3,2023,8,9.2
88264d1a59fffff,H3,2023,9,8.9
88264d1a59fffff,H3,2023,10,9.5
88264d1a59fffff,H3,2023,11,11.0
88264d1a59fffff,H3,2023,12,12.7
88264d1a59fffff,H3,2023,13,14.1
88264d1a59fffff,H3,2023,14,15.8
